iter	Logloss
0	0.6441576219
1	0.6027454373
2	0.5662682841
3	0.5250420111
4	0.4910846896
5	0.4616704621
6	0.4298688065
7	0.4113302494
8	0.3799939852
9	0.3588715837
10	0.3328798283
11	0.311631262
12	0.2961071632
13	0.2792711992
14	0.257844387
15	0.2377837078
16	0.2233683961
17	0.2068304514
18	0.1966075216
19	0.183340854
20	0.1703983627
21	0.1603156931
22	0.1509211095
23	0.1437211765
24	0.1358526293
25	0.1309966916
26	0.1234513462
27	0.1172416942
28	0.1118376201
29	0.1061673176
30	0.1012602101
31	0.09758109425
32	0.09401472434
33	0.09020053482
34	0.08716652813
35	0.08337863205
36	0.08005251616
37	0.0769642976
38	0.07413967125
39	0.0714039249
40	0.06904217229
41	0.06686842312
42	0.06483543308
43	0.06305931622
44	0.06110300071
45	0.05919803817
46	0.0574886504
47	0.05622457092
48	0.05457700917
49	0.05342234801
50	0.05212268039
51	0.05060741576
52	0.04899074124
53	0.04811833584
54	0.04671913412
55	0.04585914833
56	0.04480641437
57	0.04396309217
58	0.04326232718
59	0.04254882374
60	0.0419296883
61	0.04107750099
62	0.04012507334
63	0.0395746282
64	0.03879667984
65	0.0380219298
66	0.03729812411
67	0.0367917257
68	0.03618017867
69	0.03570464399
70	0.03503434985
71	0.0346810435
72	0.0342548664
73	0.03389116609
74	0.03321841132
75	0.03287413564
76	0.03251994245
77	0.03198581798
78	0.03153935967
79	0.0311344312
80	0.03077148255
81	0.03033655915
82	0.0300089717
83	0.02957748204
84	0.02932827009
85	0.02906273485
86	0.02882097159
87	0.02862979988
88	0.02822355172
89	0.02798303264
90	0.02771784629
91	0.02744332843
92	0.02714119735
93	0.02676869993
94	0.0265393421
95	0.02618366381
96	0.02599054305
97	0.02577468891
98	0.02553108033
99	0.02528294295
100	0.02497765175
101	0.02476657666
102	0.02453581365
103	0.02424310027
104	0.02414121518
105	0.02387524818
106	0.02371700743
107	0.02347932557
108	0.02327067943
109	0.02308032723
110	0.02291018935
111	0.02274179465
112	0.02250439641
113	0.02235548205
114	0.02218995217
115	0.02211718986
116	0.02196036393
117	0.02179699333
118	0.02164899317
119	0.0215074909
120	0.02135457313
121	0.02115035161
122	0.02093383176
123	0.0207985682
124	0.02062239105
125	0.02042620511
126	0.02032529272
127	0.020193779
128	0.0201057724
129	0.01993035723
130	0.0198328007
131	0.01970920961
132	0.01957261987
133	0.01945733402
134	0.01930402581
135	0.01912251776
136	0.01903707359
137	0.01892147608
138	0.01888505478
139	0.01881327038
140	0.0186881657
141	0.01848994097
142	0.01834218409
143	0.01824356485
144	0.01818016103
145	0.01807931156
146	0.0179642968
147	0.01785925097
148	0.01773901684
149	0.01756613593
150	0.01746464162
151	0.01734850433
152	0.0172351708
153	0.01717273228
154	0.01705294326
155	0.01697074546
156	0.01685408004
157	0.01672830429
158	0.01666425577
159	0.01658105994
160	0.01646699699
161	0.0164223272
162	0.01637043228
163	0.01622129467
164	0.01618000412
165	0.0160730213
166	0.01600900183
167	0.01594927292
168	0.01587905102
169	0.01582846632
170	0.01576977235
171	0.01574288735
172	0.01569022285
173	0.01560778765
174	0.01556229179
175	0.01543482567
176	0.01538101119
177	0.01534053103
178	0.01531081775
179	0.01524092453
180	0.01521380091
181	0.01511661952
182	0.01503682251
183	0.01500532793
184	0.01498785792
185	0.01489856257
186	0.01478153715
187	0.01475862012
188	0.014712452
189	0.01461975177
190	0.0145229747
191	0.01443760698
192	0.01438686786
193	0.01425304102
194	0.01423941501
195	0.01419111534
196	0.01415743673
197	0.01411912424
198	0.01407522282
199	0.01400506467
200	0.01391376616
201	0.01389065847
202	0.01386976456
203	0.01383290606
204	0.01376784232
205	0.01367194309
206	0.01357772503
207	0.01353254609
208	0.01346131608
209	0.01340393616
210	0.01330921818
211	0.01327741295
212	0.01320316364
213	0.01315139658
214	0.01311349367
215	0.01302956778
216	0.01299616139
217	0.01295382653
218	0.01289516721
219	0.01285282235
220	0.01281685615
221	0.01280049837
222	0.01277915104
223	0.01274802217
224	0.01265170785
225	0.01257789612
226	0.01251319938
227	0.01244096527
228	0.01240765019
229	0.01237203747
230	0.01230739811
231	0.01227749597
232	0.01226373166
233	0.01223453993
234	0.01221903225
235	0.01214653967
236	0.01206051264
237	0.01202640879
238	0.01198159225
239	0.01195628911
240	0.01186977319
241	0.01180826269
242	0.01171812982
243	0.01170253932
244	0.01165598904
245	0.01163824605
246	0.01161130899
247	0.01156031742
248	0.01153922867
249	0.01152337174
250	0.01146290315
251	0.01136960198
252	0.01135780074
253	0.01131541652
254	0.01125468106
255	0.01120950131
256	0.01114444919
257	0.01111161932
258	0.01108593728
259	0.01104065447
260	0.01100854073
261	0.01094590973
262	0.01091384985
263	0.01088699103
264	0.01082008411
265	0.01074743113
266	0.01071039316
267	0.01066884957
268	0.01065033085
269	0.01058298485
270	0.01055729535
271	0.01050542943
272	0.01048806712
273	0.01043722754
274	0.01043279455
275	0.01040541328
276	0.01037419891
277	0.01036411281
278	0.01035924988
279	0.01033470708
280	0.0102739095
281	0.01025775397
282	0.01022662706
283	0.01020356571
284	0.01015508385
285	0.01013395794
286	0.01007755512
287	0.01003767895
288	0.01002009058
289	0.00999036431
290	0.009928309627
291	0.009897461143
292	0.009860276697
293	0.009825004861
294	0.00979324598
295	0.009762102029
296	0.009741703588
297	0.009714073775
298	0.009682466623
299	0.00964460394
300	0.009623197355
301	0.009604780247
302	0.009590428527
303	0.00957003916
304	0.009541172886
305	0.009530389717
306	0.00950236754
307	0.00945570415
308	0.009409945128
309	0.009402525123
310	0.009351357943
311	0.009302280151
312	0.009277700122
313	0.009245067195
314	0.00920543027
315	0.009186244064
316	0.009128006252
317	0.009086326202
318	0.00907264172
319	0.009034592137
320	0.009022917691
321	0.00901259995
322	0.008974037042
323	0.008967362061
324	0.008917505085
325	0.008917509638
326	0.008909670597
327	0.008879934518
328	0.008877603004
329	0.008866933123
330	0.008851867568
331	0.008808304989
332	0.00876662819
333	0.008761707754
334	0.008743158041
335	0.00872841738
336	0.008724324104
337	0.00869412273
338	0.00868125397
339	0.008660371109
340	0.008655107632
341	0.008628055027
342	0.008573480127
343	0.008556142293
344	0.008517137547
345	0.008496449357
346	0.008436654603
347	0.008398764199
348	0.008372832948
349	0.008350557488
350	0.008308807012
351	0.008304627166
352	0.008246827703
353	0.008197554329
354	0.008187606587
355	0.008170830484
356	0.008130584626
357	0.008126570317
358	0.008071799552
359	0.008027572358
360	0.0080223791
361	0.008002397552
362	0.007996508465
363	0.007959407575
364	0.00795479454
365	0.007930252297
366	0.007906824419
367	0.007887881793
368	0.007881113114
369	0.00785263177
370	0.007850922507
371	0.007841453426
372	0.007835196537
373	0.007824210244
374	0.007819753639
375	0.007815236873
376	0.007791275136
377	0.00777250122
378	0.007719297602
379	0.007716376248
380	0.007671670081
381	0.007626002637
382	0.007620086035
383	0.007601079237
384	0.007570921876
385	0.007552589138
386	0.007501914454
387	0.007495003536
388	0.007486111016
389	0.00746990826
390	0.007443812967
391	0.007433374766
392	0.007406315489
393	0.007402244029
394	0.00736560389
395	0.007358562954
396	0.00734690773
397	0.0073190272
398	0.007269639553
399	0.007231453884
400	0.007202426334
401	0.007189899428
402	0.007169220924
403	0.007125116582
404	0.0071181714
405	0.007108070014
406	0.007088794377
407	0.007051407896
408	0.007039371789
409	0.007035306743
410	0.007029283057
411	0.006980970189
412	0.00697150861
413	0.006971477648
414	0.006966882072
415	0.00695034674
416	0.006915280313
417	0.006906450508
418	0.006895257337
419	0.00685546144
420	0.006849297216
421	0.006806987693
422	0.006793450087
423	0.006793437794
424	0.006783455804
425	0.006754321408
426	0.00673348303
427	0.006707079101
428	0.006668177752
429	0.006658364825
430	0.006652855497
431	0.006623754538
432	0.006620806615
433	0.006603117927
434	0.006594139507
435	0.006568343122
436	0.00656533985
437	0.006558637271
438	0.006530510657
439	0.006487992114
440	0.006458039727
441	0.006447469019
442	0.006420142067
443	0.006404437976
444	0.006379969863
445	0.006374605365
446	0.006372220597
447	0.006372226972
448	0.006367152992
449	0.00634669591
450	0.006343459018
451	0.006302188974
452	0.006298540371
453	0.006285582963
454	0.006273301127
455	0.006273295208
456	0.006261917617
457	0.006243611154
458	0.006212699358
459	0.00618820203
460	0.006188198842
461	0.006177975176
462	0.006162261166
463	0.006139161058
464	0.00610556086
465	0.006103390986
466	0.006100275107
467	0.006060805792
468	0.006060705166
469	0.006056962806
470	0.006042884604
471	0.006042870944
472	0.0060183976
473	0.005999349586
474	0.005998699443
475	0.005974026796
476	0.005972132691
477	0.005970171654
478	0.005941832008
479	0.005914438009
480	0.005914413421
481	0.005914351042
482	0.005903577219
483	0.005901801478
484	0.005894924552
485	0.005894206072
486	0.005894206072
487	0.005894205181
488	0.005867003259
489	0.005866990491
490	0.005866984116
491	0.005866984116
492	0.00586505903
493	0.005861791077
494	0.005836981168
495	0.005822555548
496	0.00582254462
497	0.005815599534
498	0.005815592229
499	0.005813765571
500	0.005813755099
501	0.005811867804
502	0.005772904869
503	0.005761298293
504	0.005723330754
505	0.005723323013
506	0.005705293385
507	0.005691636624
508	0.005684754035
509	0.00565432738
510	0.005647517799
511	0.005631089548
512	0.00560997923
513	0.005609727436
514	0.005597799038
515	0.005566998969
516	0.005561013053
517	0.005539902867
518	0.005502200567
519	0.005502189639
520	0.005479789769
521	0.005479788859
522	0.005479773833
523	0.005477841442
524	0.005477835067
525	0.005471090857
526	0.00544241258
527	0.005420842168
528	0.005396956064
529	0.005393949051
530	0.005381186547
531	0.00538110053
532	0.005381096432
533	0.005381093245
534	0.005378913613
535	0.005373201859
536	0.005358427543
537	0.005336378032
538	0.005335699244
539	0.005322637093
540	0.005321022062
541	0.005303468209
542	0.005282969581
543	0.005282933136
544	0.005267439727
545	0.005267436084
546	0.005250521888
547	0.005250508229
